electricitytype,sector,codelist_province,year,population_n,area_km2,ratio_population_per_area,electicity_user_amount,house_usage,smallbusiness_usage,mediumbusiness_usage,largebusiness_usage,largebusiness_usage_code,other_usage,business_usage,total_usage,factory_amount,registered_capital,worker_amount,new_factory_amount,new_register_capital,new_worker_amount,all_factory_amount,all_registered_capital,all_worker_amount,average_monthly_income,average_monthly_expenditure,average_debt_per_household,number_of_household,mean_dry_bulb_temperature,mean_maximum_temperature,mean_minimum_temperature,mean_msl_pressure,mean_relative_humidity,mean_station_pressure,std_dry_bulb_temperature,std_maximum_temperature,std_minimum_temperature,std_msl_pressure,std_relative_humidity,std_station_pressure
1.00,3.00,65.00,2555.00,524865.00,3424.00,153.00,255555.00,375981804.00,195637322.00,149981598.00,190690097.00,1.00,122876579.00,536309017.00,1035167400.00,1328.00,12848.00,11059.00,50.00,1406.00,804.00,1378.00,14254.00,11863.00,22481.75,19465.44,191321.05,287.94,27.83,33.42,23.13,1009.06,71.54,1004.24,1.85,1.85,2.38,2.89,6.56,2.44
1.00,3.00,65.00,2556.00,524865.00,3424.00,153.00,262415.00,394930887.00,214919671.00,196179032.00,212753979.00,1.00,59785332.00,623852682.00,1078568901.00,1380.00,14748.00,12597.00,64.00,3585.00,2271.00,1444.00,18333.00,14868.00,27489.50,19002.98,224876.40,307.86,27.83,33.42,23.13,1009.06,71.54,1004.24,1.85,1.85,2.38,2.89,6.56,2.44
1.00,3.00,65.00,2557.00,524865.00,3424.00,153.00,268501.00,408617206.00,218368401.00,194320324.00,226273964.00,1.00,62059433.00,638962689.00,1109639328.00,1394.00,15433.00,12859.00,28.00,932.00,361.00,1422.00,16365.00,13220.00,23362.30,18326.29,244005.60,303.83,27.83,33.42,23.13,1009.06,71.54,1004.24,1.85,1.85,2.38,2.89,6.56,2.44
1.00,4.00,44.00,2549.00,865247.00,10816.00,80.00,216763.00,166077119.00,68253805.00,44072150.00,31132847.00,1.00,48975967.00,143458802.00,358511888.00,2726.00,5663.56,12795.00,29.00,3235.90,978.00,2755.00,8899.46,13773.00,13646.00,12863.00,109654.00,295.03,27.22,33.39,22.13,1009.37,74.16,996.36,2.07,1.81,2.96,3.16,5.84,1.55
1.00,4.00,44.00,2550.00,865247.00,10816.00,80.00,221913.00,169353743.00,81968849.00,46177032.00,37557971.00,1.00,55038320.00,165703852.00,390095915.00,2709.00,6482.23,14185.00,30.00,339.70,296.00,2739.00,6821.93,14481.00,15812.00,16636.40,90740.00,296.54,27.22,33.39,22.13,1009.37,74.16,996.36,2.07,1.81,2.96,3.16,5.84,1.55
1.00,4.00,44.00,2551.00,865247.00,10816.00,80.00,225923.00,169708020.00,85457922.00,43755115.00,46307166.00,1.00,57075178.00,175520203.00,402303401.00,2398.00,6803.77,13869.00,40.00,424.18,533.00,2438.00,7227.95,14402.00,17828.50,15675.20,134059.90,296.93,27.22,33.39,22.13,1009.37,74.16,996.36,2.07,1.81,2.96,3.16,5.84,1.55
1.00,4.00,44.00,2552.00,865247.00,10816.00,80.00,231775.00,189753666.00,90970877.00,47092623.00,58787455.00,1.00,65181573.00,196850955.00,451786194.00,2422.00,8272.25,13930.00,37.00,1572.95,400.00,2459.00,9845.20,14330.00,19845.00,14714.00,177379.80,297.32,27.22,33.39,22.13,1009.37,74.16,996.36,2.07,1.81,2.96,3.16,5.84,1.55
1.00,4.00,44.00,2553.00,865247.00,10816.00,80.00,238130.00,210612485.00,98066728.00,55267502.00,65463477.00,1.00,78803127.00,218797707.00,508213319.00,2450.00,8644.44,15103.00,35.00,600.34,1362.00,2485.00,9244.78,16465.00,22653.10,15110.10,172548.90,297.81,27.22,33.39,22.13,1009.37,74.16,996.36,2.07,1.81,2.96,3.16,5.84,1.55
1.00,4.00,44.00,2554.00,865247.00,10816.00,80.00,242637.00,214668818.00,99424720.00,54055543.00,69480948.00,1.00,73473921.00,222961211.00,511103950.00,2463.00,8448.09,14638.00,26.00,193.82,161.00,2489.00,8641.91,14799.00,25461.20,15506.20,167718.00,298.30,27.22,33.39,22.13,1009.37,74.16,996.36,2.07,1.81,2.96,3.16,5.84,1.55
1.00,4.00,44.00,2555.00,865247.00,10816.00,80.00,251044.00,237845951.00,114003968.00,70996589.00,85382743.00,1.00,69366436.00,270383300.00,577595687.00,2486.00,9313.34,14758.00,28.00,292.70,242.00,2514.00,9606.04,15000.00,23552.50,14879.89,180956.55,273.80,27.22,33.39,22.13,1009.37,74.16,996.36,2.07,1.81,2.96,3.16,5.84,1.55
1.00,4.00,44.00,2556.00,865247.00,10816.00,80.00,257708.00,248625779.00,126320315.00,101811536.00,95086417.00,1.00,31212800.00,323218268.00,603056847.00,2503.00,9013.85,11961.00,28.00,548.89,256.00,2531.00,9562.73,12217.00,21643.80,14253.58,194195.10,249.30,27.22,33.39,22.13,1009.37,74.16,996.36,2.07,1.81,2.96,3.16,5.84,1.55
1.00,4.00,44.00,2557.00,865247.00,10816.00,80.00,265212.00,261744862.00,130801742.00,104811039.00,99324449.00,1.00,38294276.00,334937230.00,634976368.00,2538.00,11356.45,12382.00,34.00,2429.53,463.00,2572.00,13785.98,12845.00,20092.05,14453.89,161226.35,252.04,27.22,33.39,22.13,1009.37,74.16,996.36,2.07,1.81,2.96,3.16,5.84,1.55
1.00,4.00,49.00,2549.00,416582.00,543.00,767.00,74187.00,58623505.00,22942812.00,17749460.00,,0.00,20990548.00,40692272.00,120306325.00,417.00,4001.23,2887.00,19.00,404.14,131.00,436.00,4405.37,3018.00,13497.00,15094.00,132063.00,97.15,26.43,32.46,22.03,1009.23,73.10,999.51,2.29,1.91,3.10,3.41,7.33,1.04
1.00,4.00,49.00,2550.00,416582.00,543.00,767.00,77311.00,61179547.00,27585281.00,17440281.00,2381490.00,1.00,22590058.00,47407052.00,131176657.00,428.00,4779.83,3185.00,22.00,817.92,362.00,450.00,5597.75,3547.00,13406.00,15637.40,115677.00,98.51,26.43,32.46,22.03,1009.23,73.10,999.51,2.29,1.91,3.10,3.41,7.33,1.04
1.00,4.00,49.00,2551.00,416582.00,543.00,767.00,79548.00,61302114.00,29181605.00,15062624.00,6156024.00,1.00,22108485.00,50400253.00,133810852.00,425.00,4738.23,3086.00,8.00,21.97,43.00,433.00,4760.20,3129.00,15388.00,14326.70,122706.80,98.74,26.43,32.46,22.03,1009.23,73.10,999.51,2.29,1.91,3.10,3.41,7.33,1.04
1.00,4.00,49.00,2552.00,416582.00,543.00,767.00,81931.00,67624522.00,32162290.00,18892922.00,5834466.00,1.00,25560027.00,56889678.00,150074227.00,431.00,4768.03,2938.00,11.00,47.41,77.00,442.00,4815.44,3015.00,17370.00,13016.00,129736.60,98.98,26.43,32.46,22.03,1009.23,73.10,999.51,2.29,1.91,3.10,3.41,7.33,1.04
1.00,4.00,49.00,2553.00,416582.00,543.00,767.00,84408.00,74736364.00,34810236.00,20031312.00,7112874.00,1.00,28014737.00,61954422.00,164705523.00,442.00,3558.17,3342.00,15.00,367.83,182.00,457.00,3926.00,3524.00,18209.20,13081.20,156073.70,99.19,26.43,32.46,22.03,1009.23,73.10,999.51,2.29,1.91,3.10,3.41,7.33,1.04
1.00,4.00,49.00,2554.00,416582.00,543.00,767.00,86928.00,77095097.00,33622734.00,17666206.00,13240512.00,1.00,26534752.00,64529452.00,168159301.00,416.00,4797.59,3252.00,13.00,1470.61,477.00,429.00,6268.20,3729.00,19048.40,13146.40,182410.80,99.41,26.43,32.46,22.03,1009.23,73.10,999.51,2.29,1.91,3.10,3.41,7.33,1.04
1.00,4.00,49.00,2555.00,416582.00,543.00,767.00,89458.00,86177535.00,37886905.00,24016786.00,32478489.00,1.00,26162239.00,94382180.00,206721954.00,419.00,5143.75,3471.00,12.00,341.98,226.00,431.00,5485.73,3697.00,17771.40,14174.58,152768.10,100.66,26.43,32.46,22.03,1009.23,73.10,999.51,2.29,1.91,3.10,3.41,7.33,1.04
1.00,4.00,49.00,2556.00,416582.00,543.00,767.00,92105.00,89400474.00,44191473.00,36166285.00,43820416.00,1.00,11608106.00,124178174.00,225186754.00,429.00,5360.88,3581.00,17.00,227.54,179.00,446.00,5588.42,3760.00,16494.40,15202.76,123125.40,101.91,26.43,32.46,22.03,1009.23,73.10,999.51,2.29,1.91,3.10,3.41,7.33,1.04
1.00,4.00,49.00,2557.00,416582.00,543.00,767.00,94915.00,95906953.00,47853281.00,38821831.00,51668699.00,1.00,13400604.00,138343811.00,247651368.00,431.00,5525.82,3591.00,11.00,78.15,65.00,442.00,5603.97,3656.00,19682.05,16484.88,153596.15,102.14,26.43,32.46,22.03,1009.23,73.10,999.51,2.29,1.91,3.10,3.41,7.33,1.04
1.00,4.00,35.00,2549.00,962665.00,5292.00,182.00,124757.00,93255442.00,28143813.00,27316972.00,3760468.00,1.00,25066573.00,59221253.00,177543268.00,925.00,1816.76,4418.00,20.00,152.79,169.00,945.00,1969.55,4587.00,9969.00,11631.00,78766.00,180.94,26.88,32.28,22.43,1009.03,73.17,995.33,2.09,1.85,2.91,2.97,6.72,1.78
1.00,4.00,35.00,2550.00,962665.00,5292.00,182.00,127799.00,93583709.00,35762946.00,28019772.00,5186797.00,1.00,28402323.00,68969515.00,190955547.00,922.00,1904.39,4431.00,11.00,100.16,137.00,933.00,2004.55,4568.00,10040.00,12842.20,60451.00,182.55,26.88,32.28,22.43,1009.03,73.17,995.33,2.09,1.85,2.91,2.97,6.72,1.78
1.00,4.00,35.00,2551.00,962665.00,5292.00,182.00,130512.00,94101706.00,39198908.00,28470881.00,7187120.00,1.00,32549130.00,74856909.00,201507745.00,902.00,1805.40,4296.00,6.00,7.69,29.00,908.00,1813.08,4325.00,10926.50,12476.10,73063.50,182.86,26.88,32.28,22.43,1009.03,73.17,995.33,2.09,1.85,2.91,2.97,6.72,1.78
1.00,4.00,35.00,2552.00,962665.00,5292.00,182.00,133854.00,103260433.00,40255089.00,30940348.00,11628880.00,1.00,35543969.00,82824317.00,221628719.00,907.00,2042.46,4308.00,19.00,282.58,148.00,926.00,2325.04,4456.00,11813.00,12110.00,85676.00,183.17,26.88,32.28,22.43,1009.03,73.17,995.33,2.09,1.85,2.91,2.97,6.72,1.78
1.00,4.00,35.00,2553.00,962665.00,5292.00,182.00,137505.00,115321113.00,42638392.00,32835849.00,12364080.00,1.00,40082128.00,87838321.00,243241562.00,901.00,2121.63,4236.00,8.00,104.69,68.00,909.00,2226.32,4304.00,14289.90,12329.55,125379.20,184.37,26.88,32.28,22.43,1009.03,73.17,995.33,2.09,1.85,2.91,2.97,6.72,1.78
1.00,4.00,35.00,2554.00,962665.00,5292.00,182.00,140887.00,118404093.00,41927886.00,35086093.00,14258960.00,1.00,38430407.00,91272939.00,248107439.00,907.00,2409.68,4273.00,13.00,66.08,69.00,920.00,2475.76,4342.00,16766.80,12549.10,165082.40,185.56,26.88,32.28,22.43,1009.03,73.17,995.33,2.09,1.85,2.91,2.97,6.72,1.78
1.00,4.00,35.00,2555.00,962665.00,5292.00,182.00,145145.00,131031692.00,47082017.00,45523549.00,14380064.00,1.00,33494531.00,106985630.00,271511853.00,913.00,2637.58,4288.00,22.00,243.73,134.00,935.00,2881.31,4422.00,15592.60,14208.17,114362.80,165.80,26.88,32.28,22.43,1009.03,73.17,995.33,2.09,1.85,2.91,2.97,6.72,1.78
1.00,4.00,35.00,2556.00,962665.00,5292.00,182.00,148724.00,136702738.00,56379789.00,56873728.00,16756513.00,1.00,11908508.00,130010030.00,278621276.00,924.00,2670.47,4350.00,19.00,267.63,150.00,943.00,2938.10,4500.00,14418.40,15867.23,63643.20,146.04,26.88,32.28,22.43,1009.03,73.17,995.33,2.09,1.85,2.91,2.97,6.72,1.78
1.00,4.00,35.00,2557.00,962665.00,5292.00,182.00,152137.00,144501502.00,57570073.00,57263179.00,23357280.00,1.00,15830020.00,138190532.00,298522054.00,933.00,3679.01,4751.00,14.00,1015.05,435.00,947.00,4694.06,5186.00,16968.15,15160.22,93681.75,145.90,26.88,32.28,22.43,1009.03,73.17,995.33,2.09,1.85,2.91,2.97,6.72,1.78
1.00,1.00,95.00,2549.00,353174.00,4340.00,81.00,106281.00,117673612.00,34612749.00,51261648.00,22790061.00,1.00,42292438.00,108664458.00,268630508.00,342.00,6115.00,6424.00,9.00,13.00,57.00,351.00,6128.00,6481.00,14354.00,12576.00,55672.00,128.03,27.06,32.97,23.44,1009.97,81.31,1005.83,0.76,1.44,0.56,0.91,2.79,0.90
1.00,1.00,95.00,2550.00,353174.00,4340.00,81.00,108891.00,124007817.00,35285055.00,49395514.00,21308301.00,1.00,44925010.00,105988870.00,274921697.00,330.00,6055.00,6084.00,7.00,24.00,79.00,337.00,6079.00,6163.00,13698.00,14776.70,56369.00,126.29,27.06,32.97,23.44,1009.97,81.31,1005.83,0.76,1.44,0.56,0.91,2.79,0.90
1.00,1.00,95.00,2551.00,353174.00,4340.00,81.00,111853.00,127501525.00,37288907.00,47497836.00,22288810.00,1.00,48136458.00,107075553.00,282713536.00,317.00,5960.00,5879.00,2.00,1.00,10.00,319.00,5961.00,5889.00,16658.50,13829.85,37635.25,127.07,27.06,32.97,23.44,1009.97,81.31,1005.83,0.76,1.44,0.56,0.91,2.79,0.90
1.00,1.00,95.00,2552.00,353174.00,4340.00,81.00,115265.00,129554554.00,42267166.00,50596899.00,23086204.00,1.00,52074056.00,115950269.00,297578879.00,324.00,6047.00,5641.00,19.00,192.00,146.00,343.00,6239.00,5787.00,19619.00,12883.00,18901.50,127.86,27.06,32.97,23.44,1009.97,81.31,1005.83,0.76,1.44,0.56,0.91,2.79,0.90
1.00,1.00,95.00,2553.00,353174.00,4340.00,81.00,119788.00,140875812.00,46033444.00,53317556.00,24633001.00,1.00,55926310.00,123984001.00,320786123.00,334.00,6155.00,5569.00,11.00,30.00,95.00,345.00,6185.00,5664.00,20738.90,12702.35,39534.10,128.65,27.06,32.97,23.44,1009.97,81.31,1005.83,0.76,1.44,0.56,0.91,2.79,0.90
1.00,1.00,95.00,2554.00,353174.00,4340.00,81.00,123890.00,146773323.00,49305615.00,54171623.00,24980957.00,1.00,63522126.00,128458195.00,338753644.00,338.00,6198.00,5887.00,8.00,72.00,356.00,346.00,6270.00,6243.00,21858.80,12521.70,60166.70,129.44,27.06,32.97,23.44,1009.97,81.31,1005.83,0.76,1.44,0.56,0.91,2.79,0.90
1.00,1.00,95.00,2555.00,353174.00,4340.00,81.00,128724.00,154793201.00,57195495.00,61356384.00,32044865.00,1.00,50764550.00,150596744.00,356154495.00,339.00,6198.00,5927.00,3.00,5.00,15.00,342.00,6203.00,5942.00,22170.95,12445.93,47997.80,126.26,27.06,32.97,23.44,1009.97,81.31,1005.83,0.76,1.44,0.56,0.91,2.79,0.90
1.00,1.00,95.00,2556.00,353174.00,4340.00,81.00,132824.00,157465680.00,70525665.00,83181355.00,37798576.00,1.00,16227613.00,191505596.00,365198889.00,343.00,4661.00,5903.00,9.00,572.00,126.00,352.00,5233.00,6029.00,22483.10,12370.15,35828.90,123.08,27.06,32.97,23.44,1009.97,81.31,1005.83,0.76,1.44,0.56,0.91,2.79,0.90
1.00,1.00,95.00,2557.00,353174.00,4340.00,81.00,136467.00,158954946.00,71706339.00,82988159.00,43637137.00,1.00,15637783.00,198331635.00,372924364.00,345.00,4730.00,6037.00,4.00,89.00,167.00,349.00,4819.00,6204.00,19033.45,12912.03,29050.65,120.79,27.06,32.97,23.44,1009.97,81.31,1005.83,0.76,1.44,0.56,0.91,2.79,0.90
1.00,4.00,45.00,2549.00,537299.00,4162.00,129.00,292840.00,222736868.00,79410337.00,62862538.00,33764391.00,1.00,52949387.00,176037266.00,451723521.00,3243.00,4761.62,11663.00,30.00,454.95,301.00,3273.00,5216.57,11964.00,10849.00,13826.00,109546.00,388.25,26.88,32.28,22.43,1009.03,73.17,995.33,2.11,1.82,2.90,3.03,6.67,1.93
1.00,4.00,45.00,2550.00,537299.00,4162.00,129.00,298437.00,229576767.00,91611549.00,66280637.00,38872933.00,1.00,58714950.00,196765119.00,485056836.00,3250.00,5225.55,11659.00,12.00,57.66,71.00,3262.00,5283.20,11730.00,11779.00,15475.70,117702.00,400.65,26.88,32.28,22.43,1009.03,73.17,995.33,2.11,1.82,2.90,3.03,6.67,1.93
1.00,4.00,45.00,2551.00,537299.00,4162.00,129.00,303900.00,228775609.00,95799013.00,63998815.00,35365928.00,1.00,67462052.00,195163756.00,491401417.00,3228.00,6165.13,10754.00,26.00,1035.35,291.00,3254.00,7200.47,11045.00,13355.50,16091.85,128236.60,401.27,26.88,32.28,22.43,1009.03,73.17,995.33,2.11,1.82,2.90,3.03,6.67,1.93
1.00,4.00,45.00,2552.00,537299.00,4162.00,129.00,309882.00,252431257.00,102809068.00,72958247.00,40505274.00,1.00,71103685.00,216272589.00,539807531.00,3231.00,6967.63,10818.00,20.00,738.34,208.00,3251.00,7705.97,11026.00,14932.00,16708.00,138771.20,401.88,26.88,32.28,22.43,1009.03,73.17,995.33,2.11,1.82,2.90,3.03,6.67,1.93
1.00,4.00,45.00,2553.00,537299.00,4162.00,129.00,317072.00,279915691.00,109553454.00,78758046.00,48188456.00,1.00,84428969.00,236499956.00,600844616.00,3243.00,8720.58,10923.00,25.00,1703.27,212.00,3268.00,10423.85,11135.00,17549.50,16027.75,162894.30,402.67,26.88,32.28,22.43,1009.03,73.17,995.33,2.11,1.82,2.90,3.03,6.67,1.93
1.00,4.00,45.00,2554.00,537299.00,4162.00,129.00,323011.00,284500224.00,109014123.00,80918224.00,55580000.00,1.00,81220935.00,245512347.00,611233506.00,3259.00,9641.24,11208.00,24.00,854.49,334.00,3283.00,10495.74,11542.00,20167.00,15347.50,187017.40,403.45,26.88,32.28,22.43,1009.03,73.17,995.33,2.11,1.82,2.90,3.03,6.67,1.93
1.00,4.00,45.00,2555.00,537299.00,4162.00,129.00,332708.00,317690116.00,123730796.00,103810450.00,62013863.00,1.00,73320801.00,289555109.00,680566026.00,3287.00,10455.62,11241.00,55.00,918.40,462.00,3342.00,11374.02,11703.00,20336.10,16554.68,215590.20,369.28,26.88,32.28,22.43,1009.03,73.17,995.33,2.11,1.82,2.90,3.03,6.67,1.93
1.00,4.00,45.00,2556.00,537299.00,4162.00,129.00,340940.00,332225342.00,143665889.00,127389333.00,55630575.00,1.00,26574401.00,326685797.00,685485540.00,3390.00,11378.25,11552.00,56.00,834.47,353.00,3446.00,12212.73,11905.00,20505.20,17761.85,244163.00,335.11,26.88,32.28,22.43,1009.03,73.17,995.33,2.11,1.82,2.90,3.03,6.67,1.93
1.00,4.00,45.00,2557.00,537299.00,4162.00,129.00,348756.00,350860641.00,151646535.00,132875612.00,75340158.00,1.00,37321559.00,359862305.00,748044505.00,3478.00,12352.18,11563.00,40.00,809.12,398.00,3518.00,13161.30,11961.00,20247.80,17758.68,197034.90,328.99,26.88,32.28,22.43,1009.03,73.17,995.33,2.11,1.82,2.90,3.03,6.67,1.93
1.00,1.00,85.00,2549.00,536330.00,4521.00,119.00,44297.00,69517035.00,31785062.00,82191406.00,66179490.00,1.00,15665162.00,180155958.00,265338155.00,306.00,2249.00,5004.00,24.00,106.00,291.00,330.00,2355.00,5295.00,18679.00,19619.00,92274.00,54.65,28.25,32.62,25.04,1009.55,77.34,1008.97,0.77,1.54,0.94,0.99,5.88,0.99
1.00,1.00,85.00,2550.00,536330.00,4521.00,119.00,46205.00,70787646.00,38056656.00,87022107.00,77821106.00,1.00,16644951.00,202899869.00,290332466.00,307.00,2346.00,5172.00,19.00,122.00,287.00,326.00,2468.00,5459.00,21620.00,23602.30,157317.00,56.31,28.25,32.62,25.04,1009.55,77.34,1008.97,0.77,1.54,0.94,0.99,5.88,0.99
1.00,1.00,85.00,2551.00,536330.00,4521.00,119.00,48392.00,65372847.00,48638352.00,79632213.00,93943606.00,1.00,18623983.00,222214171.00,306211001.00,303.00,2483.00,5066.00,14.00,138.00,99.00,317.00,2621.00,5165.00,20447.00,21972.65,130029.05,56.61,28.25,32.62,25.04,1009.55,77.34,1008.97,0.77,1.54,0.94,0.99,5.88,0.99
1.00,1.00,85.00,2552.00,536330.00,4521.00,119.00,50490.00,67210099.00,50760217.00,80005828.00,97827495.00,1.00,19833136.00,228593540.00,315636775.00,309.00,2490.00,4944.00,10.00,59.00,108.00,319.00,2549.00,5052.00,19274.00,20343.00,102741.10,56.91,28.25,32.62,25.04,1009.55,77.34,1008.97,0.77,1.54,0.94,0.99,5.88,0.99
1.00,1.00,85.00,2553.00,536330.00,4521.00,119.00,53035.00,74228428.00,54292012.00,81657496.00,107686470.00,1.00,20948295.00,243635978.00,338812701.00,314.00,2952.00,6168.00,8.00,240.00,324.00,322.00,3192.00,6492.00,22661.35,21464.80,132080.35,57.22,28.25,32.62,25.04,1009.55,77.34,1008.97,0.77,1.54,0.94,0.99,5.88,0.99
1.00,1.00,85.00,2554.00,536330.00,4521.00,119.00,56017.00,76557887.00,54785693.00,82993351.00,104614389.00,1.00,21393359.00,242393433.00,340344679.00,314.00,3054.00,6155.00,7.00,122.00,92.00,321.00,3176.00,6247.00,26048.70,22586.60,161419.60,57.52,28.25,32.62,25.04,1009.55,77.34,1008.97,0.77,1.54,0.94,0.99,5.88,0.99
1.00,1.00,85.00,2555.00,536330.00,4521.00,119.00,58623.00,84477768.00,58206894.00,83358200.00,107733373.00,1.00,18197824.00,249298467.00,351974059.00,322.00,3159.00,6224.00,15.00,75.00,78.00,337.00,3234.00,6302.00,29170.25,20416.77,171144.15,66.76,28.25,32.62,25.04,1009.55,77.34,1008.97,0.77,1.54,0.94,0.99,5.88,0.99
1.00,1.00,85.00,2556.00,536330.00,4521.00,119.00,61097.00,89345638.00,63268297.00,84916142.00,99772251.00,1.00,6991664.00,247956690.00,344293992.00,305.00,3063.00,6054.00,7.00,85.00,92.00,312.00,3148.00,6146.00,32291.80,18246.94,180868.70,76.00,28.25,32.62,25.04,1009.55,77.34,1008.97,0.77,1.54,0.94,0.99,5.88,0.99
1.00,1.00,85.00,2557.00,536330.00,4521.00,119.00,63318.00,92329205.00,64317851.00,87467412.00,102632712.00,1.00,7007572.00,254417975.00,353754752.00,305.00,3127.00,6103.00,12.00,90.00,120.00,317.00,3217.00,6223.00,27163.25,18431.92,143931.55,78.20,28.25,32.62,25.04,1009.55,77.34,1008.97,0.77,1.54,0.94,0.99,5.88,0.99
1.00,2.00,21.00,2549.00,1305211.00,8299.00,157.00,217393.00,422267673.00,150052776.00,718327813.00,5715905203.00,1.00,209407344.00,6584285792.00,7215960809.00,2155.00,860409.48,134267.00,88.00,16161.12,2752.00,2243.00,876570.60,137019.00,20018.00,17689.00,114145.00,179.46,28.10,32.77,24.74,1009.44,77.19,1006.57,1.12,0.74,1.68,1.76,4.10,1.75
1.00,2.00,21.00,2550.00,1305211.00,8299.00,157.00,232192.00,474932052.00,158566134.00,665773691.00,6145713138.00,1.00,160677531.00,6970052963.00,7605662546.00,2129.00,938862.19,131847.00,104.00,4856.18,4259.00,2233.00,943718.37,136106.00,25090.00,18546.30,149593.00,193.36,28.10,32.77,24.74,1009.44,77.19,1006.57,1.12,0.74,1.68,1.76,4.10,1.75
1.00,2.00,21.00,2551.00,1305211.00,8299.00,157.00,245883.00,509797518.00,162684333.00,679752561.00,5975028810.00,1.00,231944987.00,6817465704.00,7559208209.00,2028.00,939021.06,128020.00,96.00,11775.96,2560.00,2124.00,950797.03,130580.00,24036.50,19785.15,147189.60,194.42,28.10,32.77,24.74,1009.44,77.19,1006.57,1.12,0.74,1.68,1.76,4.10,1.75
1.00,2.00,21.00,2552.00,1305211.00,8299.00,157.00,258277.00,543748183.00,167095022.00,689592127.00,5351062022.00,1.00,243491995.00,6207749171.00,6994989349.00,2107.00,992030.02,127463.00,46.00,4035.70,1321.00,2153.00,996065.72,128784.00,22983.00,21024.00,144786.20,195.47,28.10,32.77,24.74,1009.44,77.19,1006.57,1.12,0.74,1.68,1.76,4.10,1.75
1.00,2.00,21.00,2553.00,1305211.00,8299.00,157.00,270203.00,598438695.00,179771929.00,797747435.00,6308747432.00,1.00,301593852.00,7286266796.00,8186299343.00,2163.00,983747.46,127363.00,44.00,11099.56,1595.00,2207.00,994847.03,128958.00,22456.00,21448.25,124848.30,196.35,28.10,32.77,24.74,1009.44,77.19,1006.57,1.12,0.74,1.68,1.76,4.10,1.75
1.00,2.00,21.00,2554.00,1305211.00,8299.00,157.00,283067.00,613370446.00,186173592.00,780992047.00,5980989349.00,1.00,243799672.00,6948154988.00,7805325106.00,2268.00,999281.75,130550.00,64.00,5405.22,1950.00,2332.00,1004686.97,132500.00,21929.00,21872.50,104910.40,197.23,28.10,32.77,24.74,1009.44,77.19,1006.57,1.12,0.74,1.68,1.76,4.10,1.75
1.00,2.00,21.00,2555.00,1305211.00,8299.00,157.00,296348.00,673354481.00,202543304.00,805115476.00,6552254707.00,1.00,291335817.00,7559913487.00,8524603785.00,2389.00,1029051.21,134642.00,71.00,21859.23,2918.00,2460.00,1050910.44,137560.00,26164.90,22587.82,138171.40,242.96,28.10,32.77,24.74,1009.44,77.19,1006.57,1.12,0.74,1.68,1.76,4.10,1.75
1.00,2.00,21.00,2556.00,1305211.00,8299.00,157.00,314626.00,705811901.00,225547031.00,822039523.00,6816268960.00,1.00,188527763.00,7863855514.00,8758195178.00,2592.00,1055656.95,141629.00,103.00,28216.46,4038.00,2695.00,1083873.41,145667.00,30400.80,23303.13,171432.40,288.69,28.10,32.77,24.74,1009.44,77.19,1006.57,1.12,0.74,1.68,1.76,4.10,1.75
1.00,2.00,21.00,2557.00,1305211.00,8299.00,157.00,334112.00,744188478.00,242609760.00,873900945.00,6996190130.00,1.00,244321724.00,8112700835.00,9101211037.00,2713.00,901741.73,145466.00,69.00,32110.95,2877.00,2782.00,933852.68,148343.00,30357.80,23868.32,158479.60,293.06,28.10,32.77,24.74,1009.44,77.19,1006.57,1.12,0.74,1.68,1.76,4.10,1.75
1.00,2.00,70.00,2549.00,193370.00,3298.00,59.00,213495.00,380025893.00,125516481.00,332579274.00,694695969.00,1.00,76665829.00,1152791724.00,1609483446.00,1372.00,71158.13,54539.00,79.00,1772.16,2176.00,1451.00,72930.29,56715.00,23202.00,17082.00,110017.00,238.38,27.48,33.27,23.74,1008.94,78.00,1007.87,1.52,1.60,1.96,2.11,4.19,2.02
1.00,2.00,70.00,2550.00,193370.00,3298.00,59.00,220342.00,394432738.00,141123076.00,368615975.00,686956083.00,1.00,81652317.00,1196695134.00,1672780189.00,1413.00,73413.27,55557.00,79.00,1705.13,1672.00,1492.00,75118.39,57229.00,17576.00,13847.30,96086.00,246.48,27.48,33.27,23.74,1008.94,78.00,1007.87,1.52,1.60,1.96,2.11,4.19,2.02
1.00,2.00,70.00,2551.00,193370.00,3298.00,59.00,226887.00,379698487.00,169678521.00,383493636.00,645113351.00,1.00,86483469.00,1198285508.00,1664467464.00,1485.00,73581.58,55825.00,113.00,1390.39,1828.00,1598.00,74971.97,57653.00,19285.00,15303.65,108585.15,246.98,27.48,33.27,23.74,1008.94,78.00,1007.87,1.52,1.60,1.96,2.11,4.19,2.02
1.00,2.00,70.00,2552.00,193370.00,3298.00,59.00,235098.00,391155773.00,181529222.00,411464570.00,623384692.00,1.00,82031509.00,1216378484.00,1689565766.00,1555.00,72660.72,53882.00,126.00,887.48,1473.00,1681.00,73548.19,55355.00,20994.00,16760.00,121084.30,247.49,27.48,33.27,23.74,1008.94,78.00,1007.87,1.52,1.60,1.96,2.11,4.19,2.02
